Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.763,5.618
2,Rice,2.782,6.15
3,Rice,2.832,6.629
4,Rice,2.764,6.229
5,Rice,2.771,6.144
6,Rice,2.704,6.564
7,Rice,2.672,5.688
8,Rice,2.789,5.909
9,Rice,2.852,6.445
10,Rice,2.733,6.427
11,Rice,2.783,5.935
12,Rice,2.799,6.704
13,Rice,2.809,6.502
14,Rice,2.875,5.869
15,Rice,2.66,6.067
16,Rice,2.818,6.045
17,Rice,2.748,5.813
18,Rice,2.434,6.122
19,Rice,2.709,5.969
20,Rice,2.708,6.097
21,Rice,2.711,5.951
22,Rice,2.715,6.178
23,Rice,2.684,5.97
24,Rice,2.799,6.233
25,Rice,2.731,6.348
26,Rice,2.665,6.358
27,Rice,2.807,6.211
28,Rice,2.594,6.687
29,Rice,2.529,5.711
30,Rice,2.679,6.271
31,Rice,2.865,6.47
32,Rice,2.753,6.149
33,Rice,2.741,6.217
34,Rice,2.359,6.189
35,Rice,2.577,6.146
36,Rice,2.568,6.209
37,Rice,2.883,5.996
38,Rice,2.71,6.267
39,Rice,2.533,6.106
40,Rice,2.718,5.953
41,Rice,2.643,6.383
42,Rice,2.703,5.3
43,Rice,2.588,5.833
44,Rice,2.687,6.253
45,Rice,2.704,5.841
46,Rice,2.829,6.201
47,Rice,2.812,6.245
48,Rice,2.637,6.044
49,Rice,2.6,6.024
50,Rice,2.599,5.712
51,Rice,2.747,6.163
52,Rice,2.769,6.107
53,Rice,2.524,5.857
54,Rice,2.761,6.729
55,Rice,2.65,6.355
56,Rice,2.7,6.319
57,Rice,2.762,6.297
58,Rice,2.748,5.944
59,Rice,2.434,5.968
60,Rice,2.752,5.923
61,Rice,2.673,6.489
62,Rice,2.659,6.201
63,Rice,2.77,6.104
64,Rice,2.9,6.491
65,Rice,2.688,5.757
66,Rice,2.826,6.501
67,Rice,2.81,6.136
68,Rice,2.523,6.065
69,Rice,2.82,5.968
70,Rice,2.719,6.576
71,Rice,2.57,5.791
72,Rice,2.756,6.24
73,Rice,2.603,5.779
74,Rice,2.434,5.673
75,Rice,2.609,6.328
76,Rice,2.532,6.1
77,Rice,2.526,6.263
78,Rice,2.323,5.579
79,Rice,2.557,5.833
80,Rice,2.49,6.437
81,Rice,2.551,6.121
82,Rice,2.517,6.346
83,Rice,2.718,5.728
84,Rice,2.833,5.874
85,Rice,2.77,6.058
86,Rice,2.773,5.901
87,Rice,2.657,5.574
88,Rice,2.655,5.992
89,Rice,2.68,5.842
90,Rice,2.69,5.73
91,Rice,2.462,5.57
92,Rice,2.807,5.518
93,Rice,2.489,5.855
94,Rice,2.755,6.143
95,Rice,2.582,5.8
